french,fongbe,labels
La veille concurrentielle est essentielle pour ajuster sa stratégie de prix et conserver un avantage compétitif.,Nùnywɛ agbahwlɛnhwlɛn tɔn ɖò taji bo na dó jla tuto akwɛzinzan tɔn ɖó lobo na hɛn ɖuɖeji agbahwlɛnhwlɛn tɔn ɖé ɖó te.,positive
"Une relance client bienveillante, ni trop insistante ni trop discrète, peut transformer un prospect hésitant en acheteur.","Enyi è xwedó axisinɔ ɔ kpo xomɛfífá kpo, bo ma ka nɔ tɛ́n kpɔ́n zɛ xwé wu alǒ nɔ wà nǔ kpo ayixa ɖagbe kpo ǎ ɔ, é sixu huzu mɛ e ɖò nǔ xò kpɔ́n wɛ é ɖé bo na huzu xɔtɔ́.",positive
La supply chain optimisée réduit les coûts et garantit des délais de livraison compétitifs sur un marché exigeant.,"Nǔ e è nɔ sà lɛ é sín tuto ɖagbe hugǎn ɖé nɔ ɖè akwɛ kpò, bo nɔ lɛ́ zɔ́n bɔ è nɔ sɛ́ nǔ lɛ dó mɛ ɖò axi e mɛ nǔ byɔbyɔ ɖè é ɖé mɛ.",positive
"La formation continue des équipes commerciales améliore non seulement les résultats, mais aussi la motivation collective.","Azɔ̌kplɔnmɛ e ɖò te kpɔ́n gbɛ̌ta nǔsatɔ́ lɛ tɔn lɛ é nɔ zɔ́n bɔ nǔ e è nɔ mɔ lɛ é nɔ nyɔ́ hugǎn, loɔ, é nɔ lɛ́ zɔ́n bɔ è nɔ ɖó jlǒ ɖò kplékplé mɛ.",positive
"Un site e-commerce intuitif, rapide et sécurisé est fondamental pour réduire le taux d'abandon de panier.","Tɛn ɛntɛnɛti tɔn e jí è nɔ sà nǔ ɖè bɔ é nɔ bɔkun, bo nɔ yawu bo nɔ lɛ́ ɖó ayijayǐ é ɖé ɖò taji tawun bo na dó ɖè mɛ e nɔ jó kɛkɛví nǔxixo dó lɛ é kpò.",positive
La gestion rigoureuse du flux de trésorerie est vitale pour maintenir la solvabilité et investir sereinement.,Akwɛzinzan syɛnsyɛn ɖé ɖò taji bo na dó sixu hɛn akwɛzinzan ɔ ɖó te lobo na lɛ́ sɔ́ akwɛ dó akwɛzinzan mɛ kpo fífá ayi mɛ tɔn kpo.,positive
"Le référencement naturel, ou SEO, constitue un investissement rentable à long terme pour générer du trafic qualifié.","Nǔ e è nɔ zán dó ba nǔ lɛ é, alǒ SEO, nyí akwɛzinzan e nɔ hɛn lè wá nú táan gegě é ɖé, bo nɔ zɔ́n bɔ è nɔ mɔ mɛ e jɛxa lɛ é.",positive
"Lors d'un salon professionnel, la qualité des échanges prime sur la quantité de contacts collectés.","Ðò ajɔ̌xwé ɖé hwenu ɔ, lee nǔwiwa lɛ nyɔ́ sɔ́ é wɛ nɔ jɛ nukɔn nú mɛ nabi e è xò kplé lɛ é.",positive
"L'expérience client ne se limite pas à l'achat ; elle englobe chaque interaction avec la marque, avant et après.","Nǔ e axisinɔ lɛ nɔ mɔ kpɔ́n é kɛɖɛ wɛ nɔ zɔ́n bɔ è nɔ xɔ nǔ ǎ; é nɔ xò nǔ e è nɔ wà xá wuntun ɔ é bǐ kplé, cobɔ è nɔ bló mɔ̌ kpo ee è bló gudo é kpo.",neutral
Une politique de retour flexible rassure le consommateur et peut significativement augmenter le taux de conversion.,"Sɛ́n e nɔ ɖyɔ nǔ lɛ é ɖé nɔ dó gbɔ nú nǔxɔtɔ́ ɔ, bo sixu lɛ́ bló bɔ mɛ nabi e nɔ huzu nǔ é na jɛji tawun.",positive
La responsabilité sociétale des entreprises est désormais un critère de choix déterminant pour de nombreux acheteurs.,Azɔ̌xwé e nɔ kpé nukún dó gbɛtɔ́ lɛ wu é wɛ nyí nǔ taji e jí è nɔ sɔ́ mɛ e nɔ xɔ nǔ lɛ é ɖè é dìn.,positive
Un argumentaire de vente percutant s'appuie sur des bénéfices concrets et mesurables pour le client.,Nǔxixa e nɔ dɔn mɛ é ɖé nɔ jinjɔn lè e è sixu jlɛ́ lɛ é jí nú axisinɔ ɔ.,positive
La maîtrise des langues étrangères est un atout majeur pour développer son chiffre d'affaires à l'international.,Gbè ɖevo lɛ tuùntuùn nyí nǔ taji ɖé bo na zɔ́n bɔ è na bló bɔ nǔxixa ɖò tò ɖevo lɛ mɛ na yì nukɔn.,positive
"Le bouche-à-oreille positif, amplifié par les avis en ligne, reste la publicité la plus crédible.","Xó ɖagbe e è nɔ ɖɔ ɖò nu mɛ, bɔ nǔ e è nɔ gbéjé kpɔ́n ɖò Ɛntɛnɛti jí lɛ é nɔ bló bɔ é nɔ lɛ́ syɛn d’eji é wɛ kpó ɖò nǔjlajla sín alɔkpa e è sixu ɖeji dó wutu tɔn hugǎn é nyí wɛ.",positive
L'innovation produit doit répondre à une attente réelle du marché sous peine de rester un échec commercial.,Nǔ yɔyɔ̌wiwa ɖó na sɔgbe xá hudo axi ɔ tɔn tawun ɖé alǒ é na kpó ɖò ajɔ̌wiwa sín nǔ e ma nyɔ́ ǎ é ɖé nyí wɛ.,positive
La gestion efficace des réclamations transforme une expérience négative en opportunité de fidélisation.,Nǔ e è nɔ wà bo nɔ kpé nukún dó nǔ e jɛ lɛ é wu ganji é nɔ huzu nǔ nyanya e jɛ é dó gbejininɔ nú axisinɔ lɛ sín ali ɖé mɛ.,positive
Un business plan solide est indispensable pour convaincre les investisseurs et structurer sa croissance.,Ajɔ̌wiwa sín tuto syɛnsyɛn ɖé ɖò taji bo na dó bló bɔ akwɛzinzantɔ́ lɛ na ɖi nǔ bo na lɛ́ bló tuto nú nukɔnyiyi.,positive
"Le dropshipping permet de lancer une activité sans stock, mais exige un choix rigoureux de fournisseurs fiables.","Dropshipping nɔ zɔ́n bɔ è nɔ bɛ́ ajɔ̌ ɖé nǔ e è nɔ hɛn ɖ’ayǐ lɛ é mɛvo, amɔ̌, é nɔ byɔ ɖɔ è ni cyan nǔsatɔ́ e jí è sixu ɖeji dó lɛ é syɛnsyɛn.",positive
La collaboration entre les équipes marketing et commerciales est la clé d'une stratégie omnicanale cohérente.,Azɔ̌wiwa ɖó kpɔ́ ɖò gbɛ̌ta ajɔ̌wiwa tɔn lɛ kpo ajɔ̌wiwa tɔn lɛ kpo tɛntin wɛ nyí nǔ taji nú tuto omnichannel e nɔ bǔ é ɖé.,positive
Un devis clair et détaillé inspire confiance et réduit les objections sur le prix final.,"Nǔ e è ɖɔ bɔ é ɖò wɛn bo lɛ́ gɔ́ngɔ́n é nɔ zɔ́n bɔ è nɔ ɖó jiɖiɖe, bo nɔ lɛ́ ɖè nǔ e è nɔ gbɛ́ dó akwɛ gudogudo tɔn ɔ wu é kpò.",positive
"L'emailing personnalisé, basé sur des segments précis, affiche des taux d'ouverture bien supérieurs aux envois de masse.","E-mail e è nɔ sɛ́dó mɛɖesunɔ lɛ é, ee jinjɔn akpáxwé tawun tawun lɛ jí é nɔ xlɛ́ ɖɔ è nɔ hun nǔ lɛ hú mɛ gègě e è nɔ sɛ́dó mɛ lɛ é.",positive
La résilience et l'adaptabilité sont les qualités premières d'un entrepreneur face aux fluctuations économiques.,Nǔwukpikpé bo nɔ lɛ́ huzu sɔgbe xá ninɔmɛ lɛ wɛ nyí jijɔ nukɔntɔn e ajɔ̌tɔ́ ɖé ɖó na ɖó ɖò akwɛyózó lɛ nukɔn é.,positive
dort profondément sous une couverture épaisse.,nɔ dɔ́ amlɔ ganji ɖò avɔ ɖaxó ɖé glɔ́.,negative
Le marché regorge de fruits colorés et parfumés.,Atín sínsɛ́n e ɖó sinmɛ vovo bo nɔ hwɛ́n wǎn lɛ é wɛ gɔ́ axi ɔ mɛ.,positive
doigts engourdis par le froid glacial peinent à défaire les nœuds de cette écharpe trop serrée.,Alɔví e ɖò xúxú wɛ ɖó avivɔ syɛnsyɛn ɔ wu lɛ é ɖò tintɛnkpɔn wɛ bo na tún kan e ɖò avɔkanfún enɛ e syɛn dín é mɛ lɛ é.,negative
"Épuisé après cette nuit blanche, je sens mes paupières s'alourdir irrémédiablement sur ce bureau.","Ðó nǔ cikɔ nú mì ɖò zǎn enɛ e mɛ un ma dɔ́ amlɔ ǎ é gudo wutu ɔ, un mɔ ɖɔ nukún ce lɛ ɖò syɛnsyɛn d’eji wɛ bɔ è sɔ́ sixu ɖyɔ ǎ ɖò tavo elɔ jí.",negative
Une joie soudaine m'envahit quand je retrouve son écriture fine au dos de cette vieille photographie.,Awǎjijɛ ajijimɛ tɔn ɖé gɔ́ ayi ce mɛ hwenu e un mɔ alɔwliwli tɔn ɖagbeɖagbe ɔ ɖò fɔtóo xóxó elɔ gudo é.,positive
Le vertige me saisit tandis que je me penche au balcon pour admirer la place grouillante de vie.,"Hwenu e un ɖò jǐ jlɔ́ wɛ ɖò kɔ́xota bo ɖò kɔ́xota e mɛ gbɛ̀ gɔ́ é kpɔ́n wɛ é ɔ, ayi ce nɔ xò zlɛ.",negative
Cette douleur lancinante à l'épaule me rappelle brutalement le carton trop lourd d'hier soir.,Wuvɛ̌ e ɖò xixo wɛ ɖò abɔta ce é enɛ flín mì kartɔn kpɛví kpɛví e un mɔ ɖò zǎn e wá yì é mɛ é tawun.,negative
L'odeur du pain chaud réveille en moi une faim animale que je ne contrôlais plus depuis longtemps.,Wɔ̌xúxú zozo sín wǎn nɔ fɔ́n kanlin xovɛ e un ma sixu ɖu ɖò jí ǎ é ɖé dó ayi ce mɛ sín hwenu línlín ɖíe.,negative
"La fièvre embrume mes pensées, et les ombres dansent au plafond comme des marionnettes désarticulées.","Zozo nɔ súnsún linlin ce lɛ, bɔ zinflú lɛ nɔ ɖu we ɖò xɔta ɔ jí ɖi kɔ́fu e è ma cá ǎ lɛ é ɖɔhun.",negative
Un profond soulagement me traverse quand je réalise que ce n'était qu'un simple mauvais rêve.,Fífá ɖaxó ɖé wá ayi ce mɛ hwenu e un mɔ ɖɔ dlɔ̌ nyanya ɖé kpowun wɛ é nyí é.,negative
Mes jambes flageolent après cette course effrénée pour attraper le dernier métro.,Afɔ ce lɛ ɖò xixo wɛ ɖò wezun kínkán ɖaxó enɛ e un kán bo na dó hɛn metro gudogudo tɔn ɔ gudo é gudo.,negative
L'anxiété noue ma gorge alors que je m'apprête à prononcer ce discours tant redouté.,Adohu adohu nɔ syɛn ɖò kɔ ce mɛ hwenu e un ɖò nǔ sɔ́ wɛ bo na xwlé xóɖiɖɔ xɛsi ɖaxó enɛ mɛ é.,negative
Cette chaleur humide colle ma chemise à la peau et ralentit chacun de mes mouvements.,"Zozo fífá enɛ nɔ zɔ́n bɔ awu ce nɔ tɛ́ dó agbaza ce wu, bo nɔ lɛ́ zɔ́n bɔ un nɔ gɔn nǔ wà.",negative
La nausée monte soudainement dans ce bus bondé aux odeurs entêtantes et tenaces.,Xomɛ nɔ fɔ́n ajijimɛ ɖò mɔ̌to enɛ e mɛ gbɛtɔ́ lɛ gɔ́ é kpo wǎn tɔn e nɔ ɖu ɖò mɛ jí bo nɔ lɛ́ nɔ ayǐ é kpo mɛ.,negative
Une immense gratitude m'étreint lorsque tu apparais sous la pluie avec ce parapluie salvateur.,Nǔsumɛnukúnmɛ ɖaxó ɖé nɔ ɖu ɖò jǐ ce hwenu e a nɔ tɔ́n ɖò jǐ mɛ kpo awli e nɔ hwlɛn mɛ gán é enɛ kpo é.,positive
"Mes tempes battent la chamade, annonçant cette migraine familière qui gâchera ma journée.","Temple ce lɛ ɖò xixo wɛ, bo ɖò taglomɛzɔn enɛ e un tuùn ganji é jla wɛ, bɔ é na hɛn azǎn ce gblé.",negative
"La solitude pèse soudain si lourd dans cet appartement trop grand, trop calme, trop vide.","Mɛɖokponɔ ninɔ nɔ hɛn nǔ gblé dó mɛ wu ajijimɛ ɖò xɔ elɔ e d’agba dín, bo ɖò cícící dín, bo ɖò vɔ̌ dín é mɛ.",negative
Un frisson d'excitation me parcourt quand le rideau s'ouvre enfin sur la scène illuminée.,Akpakpa sɔ́ mɛ tawun hwenu e xɔmɛgbovɔ ɔ wá hun ɖò atɛ̀ e jí weziza ɖè é jí é.,positive
Cette crampe au mollet me réveille en sursaut au cœur de la nuit silencieuse.,Kpɛ́n enɛ e ɖò afɔ ce mɛ é nɔ fɔ́n mì kpo bǐbɛ̌mɛ ɖé kpo ɖò zǎn e mɛ è ma nɔ ɖɔ xó ǎ é tɛntin.,negative
L'amer regret de ne pas avoir su dire oui à temps me serre le cœur aujourd'hui.,Nǔ e vɛ́ nú mì tawun ɖɔ un kún ɖɔ ɛɛn ɖò hwetɔnnu ó é ɖò ayi ce mɛ tawun égbé.,negative
Mon estomac gargouille bruyamment pendant cette interminable réunion qui s'éternise sans fin.,Adɔ ce ɖò xixo wɛ syɛnsyɛn ɖò kplé maɖóta-mavɔmavɔ enɛ e nɔ dɔn mɛ magbokɔ é hwenu.,negative
La colère bouillonne sous ma peau quand je découvre cette trahison si proche de moi.,Xomɛsin nɔ fyɔ́ ɖò agbaza ce glɔ́ hwenu e un mɔ mɛslɛ́dómɛ enɛ ɖò xwé ce kpá sɔmɔ̌ é.,negative
Mes yeux brûlent à force de fixer cet écran depuis des heures sans véritable pause.,Nukún ce lɛ ɖò jiji wɛ ɖó un nɔ kpɔ́n nǔ enɛ nú ganxixo gegě bɔ un nɔ gbɔjɛ tawun ǎ wutu.,negative
Une tendresse inattendue me submerge devant ce geste si simple et pourtant si sincère.,"Xomɛnyínyɔ́ e un ma ɖó nukún tɔn ǎ é ɖé ɖu ɖò jǐ ce ɖò nǔwiwa enɛ nukɔn, bɔ é bɔkun sɔmɔ̌, bo ka lɛ́ nyí nǔjɔnǔ tawun.",negative
"L'engourdissement gagne mes orteils, malgré les chaussettes en laine et le thé brûlant.","Nǔ e nɔ cí xɛví ɖɔhun é ɖò afɔví ce lɛ mɛ xò wɛ, enyi afɔkpa e è sɔ́ fún dó bló na lɛ é kpo téé e ɖò jiji wɛ é kpo na bo ɖò finɛ ɔ nɛ.",negative
La honte me glace lorsque mon mensonge est dévoilé devant tous ceux que j'aime.,Winnya nɔ hɛn mì xú kaka jɛ xú mɛ hwenu e adingban ce nɔ tɔ́n ɖò mɛ e un yí wǎn na lɛ é bǐ nukɔn é.,negative
Cette démangeaison persistante dans le creux du dos me rend littéralement fou depuis ce matin.,Nǔ e nɔ hɛn mì xú ɖò akɔ́n ce kpɛví ɔ mɛ é enɛ ɖò taɖunɔ nyí wɛ bǐ mlɛ́mlɛ́ sín zǎnzǎn égbé.,negative
L'impatience me fait trembler comme un enfant à l'idée de te retrouver bientôt.,Suúlu ma ɖó nɔ zɔ́n bɔ un nɔ ɖò sísɔ́sísɔ́ wɛ vǔ ɖɔhun hwenu e un nɔ lin ɖɔ un na lɛ́vɔ mɔ we ɖò malin-malin mɛ é.,positive
"Un coup de fatigue s'abat sur moi en plein après-midi, sans aucun avertissement.","Nǔcikɔ sín jɔhɔn ɖaxó ɖé xò mì ɖò hwelɛkɔ tɛntin, bɔ è ma ɖɔ nú mì ǎ.",negative
"La curiosité me tenaille, mais je n'ose pas ouvrir cette lettre qui n'est pas mienne.","Nǔ ba kpɔ́n nɔ ɖu ayi mɛ nú mì, amɔ̌, un nɔ kpankɔ́n bo nɔ hun wema elɔ e ma nyí ce ǎ é ǎ.",negative
Mes oreilles sifflent encore après ce concert dont le volume était bien trop puissant.,"Tó ce lɛ kpó ɖò xixo wɛ ɖò hanjiji enɛ gudo, bɔ gbè tɔn syɛn tawun.",positive
La mélancolie du dimanche soir s'installe déjà alors que le jour décline doucement.,Aklunɔzángbe gbadanu sín aluwɛ ko ɖò ɖiɖekpo wɛ hwenu e kéze ɔ ɖò ɖiɖekpo wɛ bléblé é.,positive
"jour, comment ça va ?",Kudo zanzan‚ nε mi ɖe gbɔn ?,neutral
"Salut, ça roule ?",Kudo le hwenu‚ nε ɖe gbɔn ?,neutral
Enchanté de faire votre connaissance.,É víví nú mì ɖɔ un mɔ we.,positive
Ravi de te rencontrer.,É víví nú mì ɖɔ un mɔ mi.,positive
À tout à l’heure !,Mǐ ná mɔ mi ɖò nukɔnmɛ !,positive
"À demain, bonne journée.","Mi na mɔ miɖee sɔ, mi ni ɖu azan ɖagbe.",positive
"Ciao, à plus tard.","Ciao, mi na mɔ miɖee.",neutral
Merci beaucoup !,Kú dó nú mi !,positive
Je vous en prie.,Mi yí gbè.,positive
"De rien, vraiment.","Mi do gbe nu mi tawun, nugbo.",positive
"Désolé, je suis en retard.",Sɔ́ kpé‚ un gbɔ hwenu.,negative
"Pardon, excusez-moi.",Mi sɔ kɛ mi‚ mi sɔ kɛ mi.,negative
Toutes mes excuses.,Mi savo nu mi.,negative
Félicitations à toi !,Alɔ mitɔn ɖi e!,positive
Bonne fête aujourd’hui.,Xwe ɖagbe nu mi egbe.,positive
"Joyeux anniversaire, ami !","Xɔ́ntɔn ce, jigbezán ɖagbe nú we!",positive
À ta santé !,É sù!,neutral
Je vous offre un verre ?,Un sixú na we ahan à ?,neutral
Puis-je vous aider ?,Un sixú d&#39;alɔ we à ?,neutral
Besoin d’un coup main ?,Hudo alɔ tɔn à ?,neutral
"Avec plaisir, volontiers.","Kpodo awǎjijɛ kpo, kpo awǎjijɛ kpo.",positive
T’as passé un bon week-end ?,A ɖu aklunɔzangbe gbla fifo ɖagbe à ?,positive
On se fait une bouffe ?,Mǐ ná hɛn nǔ kpɛɖé bó ná ɖu wɛ a?,neutral
Tu viens à ma soirée ?,A ɖo xwe ce ɖu wɛ a ?,neutral
On reste en contact ?,Mǐ ka na nɔ kan nǔ byɔ mǐɖée à?,neutral
Donne-moi des nouvelles.,Mi na mi xo yɔyɔ ɖe.,neutral
Je pense à toi.,Un ɖò tamɛ lin dó wǔ we wɛ.,neutral
"C’est gentil, merci.","Xomɛnyínyɔ́ wɛ, é na cɛ nu we.",positive
Passe une belle journée.,Mi ɖó azǎn ɖagbe.,positive
ue imprenable sur mer.,Xù ɔ sín nukúnmɛ e è ma ɖó dogbó na ǎ é.,positive
Charmante maison de village.,Gleta sín xwé ɖɛkpɛɖɛkpɛ.,positive
Lumière naturelle abondante.,Weziza jɔwamɔ tɔn gègě.,positive
Jardin luxuriant et fleuri.,Jikpá ɖagbeɖagbe e mɛ flowa lɛ ɖè é.,positive
Grande pièce à vivre.,Salon ɖaxó.,positive
Ambiance chaleureuse et cosy.,Atmosphère chaud et confortable.,positive
Rénovation de qualité.,Nǔ lɛ jijlaɖó ɖagbeɖagbe.,positive
Cuisine entièrement équipée.,Adoxwɛ e mɛ nǔ lɛ bǐ ɖè é.,neutral
Salle de bain moderne.,Wǔsláslá hwe mǐtɔn nu tɔn.,neutral
Parquet en chêne.,Parquet de chene.,negative
Dépendance en pierre.,Xɔ e è sɔ́ awinnya dó bló é.,negative
Toit en tuiles canal.,"Xɔta ɔ, è sɔ́ kɔ́ dó bló na.",neutral
Terrasse ombragée.,Terrasse à ombre.,negative
Piscine chauffée.,Piscine chauffée.,negative
Vue dégagée.,Nukúnnúmɔjɛnǔmɛ e è ma ɖó dogbó na ǎ é.,negative
Proche commodités.,E sɛkpɔ nǔ e ɖò taji lɛ é.,neutral
Quartier résidentiel calme.,Fí e è nɔ nɔ é cí xwii.,positive
Intérieur spacieux.,Xomɛ gbló.,negative
Beau volume sous plafond.,Volume ɖɛkpɛɖɛkpɛ ɖò xɔta ɔ glɔ́.,positive
Cheminée fonctionnelle.,Zogbɛ́n e nɔ w’azɔ̌ é.,neutral
"uriez-vous la gentillesse de m’indiquer où se trouve la station de métro la plus proche, s’il vous plaît ?","A ka na nyɔ́ xomɛ bo ɖɔ fí e metro-j’ayǐtɛn e sɛkpɔ mì hugǎn é ɖè é nú mì à, kɛnklɛn à?",neutral
J’aurais besoin d’un délai supplémentaire de quarante-huit heures pour vous remettre le rapport définitif.,Un na ɖó hudo ganxixo kanɖé-tantɔn ɖevo tɔn cobo na na we gbeɖiɖó gudogudo tɔn ɔ.,negative
"Pourriez-vous me recommander un bon restaurant traditionnel dans ce quartier, pas trop touristique ?","A ka sixu ɖɔ nǔɖutɛn aca tɔn ɖagbe ɖé ɖò xá elɔ mɛ, bɔ tomɛyitɔ́ lɛ nɔ ɖu nǔ ɖè dín ǎ à?",neutral
Je recherche un emploi à temps partiel compatible avec mes études universitaires en lettres modernes.,Un ɖò azɔ̌ hwenu klewun tɔn e sɔgbe xá wemaxɔmɛ ɖaxó e un kplɔ́n ɖò wema égbé tɔn lɛ mɛ é ba wɛ.,neutral
Est-ce qu’il serait possible de décaler notre réunion de jeudi après-midi à vendredi matin ?,É ka na nyɔ́ bló bɔ è na sɛ̀ tɛn nú kplé mǐtɔn sín Axɔsuzángbe hwelɛkɔ bo sɔ́ ɖó Vɛnsée zǎnzǎn à?,neutral
J’aimerais connaître votre avis sur la proposition que je vous ai envoyée hier par courriel.,Un jlo na tuun linlin mitɔn do linlin e un sɛ́ do mi gbɔn email ji sɔ ɔ wu.,neutral
Avez-vous ce modèle de chaussures en pointure quarante-deux et en couleur noire ?,A ɖo afɔkpa ɖiɖe elɔ ɖo size kanɖe we mɛ bo ɖo wiwi mɛ wɛ a ?,neutral
"Je souhaiterais emprunter cet ouvrage pour trois semaines supplémentaires, est-ce possible ?","Un jló ná yí wema élɔ́ nú aklunɔzán gblamɛ atɔn ɖevo, é sixú nyí mɔ̌ à ?",positive
Pourrais-je obtenir une attestation de travail pour mon dossier de location d’appartement ?,Un ka sixu yí wema azɔ̌ tɔn ɖé nú wema e un byɔ ɖɔ è ni xɔ xɔ é à?,neutral
"Nous désirons réserver une table pour quatre personnes ce samedi soir, vers vingt heures.","Mǐ jló na sɔ́ tavo ɖé ɖ’ayǐ nú mɛ ɛnɛ ɖò Samedi gbadanu elɔ, ɖò gan 8 mɔ̌ mɛ zǎnzǎn.",neutral
J’ai besoin de conseils pour choisir un ordinateur portable polyvalent et abordable financièrement.,Un ɖó hudo wěɖexámɛ tɔn dó laptop e nɔ w’azɔ̌ ɖò ali gègě nu bo lɛ́ xɔ akwɛ é ɖé xixo jí.,neutral
Est-ce que quelqu’un pourrait m’expliquer comment fonctionne ce logiciel de traitement d’images ?,Mɛɖé ka sixu tinmɛ lee mɔ̌to e nɔ w’azɔ̌ ɖò ɖiɖe lɛ jí é enɛ nɔ w’azɔ̌ gbɔn é nú mì à?,neutral
Je voudrais savoir si vous acceptez les cartes bancaires étrangères pour régler mes achats.,Un jló na tuùn ɖɔ mi nɔ yí kati banki tɔn tò ɖevo mɛ tɔn lɛ dó sú nǔ e un xɔ lɛ é sín akwɛ à jí.,neutral
Avez-vous des disponibilités pour une consultation chez le docteur Martin cette semaine ?,A ka ɖó tɛnmɛ ɖé bo na yì ba dotóo Martin kpɔ́n ɖò aklunɔzán gbla elɔ mɛ à?,neutral
"Pourriez-vous vérifier le montant prélevé sur mon compte hier, il me semble excessif ?",A sixu kɛnklɛn bo kpɔ́n akwɛ nabi e è ɖè sín akwɛzinzan ce mɛ sɔ é à? É cí ɖɔ é zɛkpá ɖɔhun.,negative
Nous cherchons une location de vacances pour six personnes avec piscine et vue mer.,"Mǐ ɖò xɔ e mɛ ayizɛ́n na nɔ bo na ɖu gbɔjɛ ɖè é ɖé ba wɛ, bɔ è na ɖó piscine bo na lɛ́ kpɔ́n xù ɔ.",neutral
J’aimerais m’entretenir brièvement avec le directeur pour évoquer un sujet personnel important.,"Un jló na ɖɔ xó klewun xá gǎn e nɔ kpé nukún dó azɔ̌ ɔ wu é, bo na ɖɔ xó dó nǔ taji e kàn mɛɖesunɔ é ɖé jí.",positive
Est-ce que vous pourriez m’aider à porter cette valise jusqu’au comptoir d’enregistrement ?,A sixu d’alɔ mì bɔ un na hɛn tomɛyiyi saki elɔ yì fí e è nɔ wlan nyikɔ dó é à?,neutral
Je souhaiterais modifier ma commande passée hier et annuler un des articles sélectionnés.,Un jló na ɖyɔ nǔ e un sɛ́dó sɔ̀ é bo na súnsún nǔ e un sɔ́ lɛ é ɖokpo.,neutral
Pourriez-vous m’indiquer la marche à suivre pour créer une association loi 1901 ?,A ka sixu ɖɔ lee è na ɖó gbɛ̌ta e ma nɔ ba lè ǎ é ɖé ayǐ gbɔn ɖò sɛ́n 1901 tɔn glɔ́ é nú mì à?,neutral
J’ai besoin d’un artisan qualifié pour réparer une fuite d’eau dans ma salle de bains.,Un ɖó hudo ajɔ̌tɔ́ e ɖó nǔnywɛ é ɖé tɔn bo na jla sin e ɖò sisa wɛ ɖò wǔsláslá ce mɛ é ɖó.,negative
Est-ce que le musée est ouvert le lundi et faut-il réserver ses billets à l’avance ?,"Nǔ e è nɔ hɛn ɖ’ayǐ lɛ é sín xɔ ɔ ka nɔ hun ɖò Lundi lɛ à, bɔ mǐ ka ɖó na xɔ tiketi lɛ jɛ nukɔn à?",neutral
Je cherche un cadeau original pour une amie qui fête ses trente ans prochainement.,Un ɖò nùnina ɖé ba wɛ nú xɔ́ntɔn ce e ɖò xwè gban ɖó wɛ ɖò malin-malin mɛ é ɖé.,positive
